step,loss,acc
440,1.4218436704180777,0.51
441,1.5979286537750883,0.49
442,1.5251740414723602,0.44
443,1.6527274957571982,0.41
444,1.7440253447535747,0.385
445,1.5629075203400151,0.475
446,1.5869617361215662,0.46
447,1.5855553254108645,0.435
448,1.49022739086464,0.475
449,1.4833793019929422,0.48
450,1.55877022603422,0.49
451,1.676097967657837,0.39
452,1.4884892340024647,0.52
453,1.7133393223354643,0.375
454,1.5036880348701192,0.445
455,1.6459509724005004,0.425
456,1.4949957684446293,0.42
457,1.4990565017803812,0.42
458,1.6452736959407686,0.39
459,1.5841740434185294,0.43
460,1.5382619027184674,0.445
461,1.4990186031653827,0.465
462,1.6552720236704364,0.39
463,1.6358170378030719,0.435
464,1.5990975994104972,0.465
465,1.5135244061167026,0.485
466,1.5501867222780001,0.415
467,1.652236881349459,0.455
468,1.5539279932593701,0.47
469,1.7162484926537676,0.445
470,1.5965695312106538,0.405
471,1.5268099981757717,0.45
472,1.569588999784317,0.425
473,1.6462961519679222,0.43
474,1.4605512295546055,0.515
475,1.5457232036173079,0.49
476,1.5528141612929256,0.395
477,1.735515449485805,0.4
478,1.7252093630872645,0.39
479,1.5842418658277169,0.41
480,1.5730430505708353,0.455
481,1.520396169554411,0.435
482,1.5769424873956948,0.395
483,1.5923549776223491,0.405
484,1.672960654448545,0.41
485,1.7005914536551046,0.415
486,1.5830931260182974,0.46
487,1.4666946414088002,0.51
488,1.4888940955765235,0.49
489,1.520429942430629,0.495
490,1.4791306426652295,0.5
491,1.588451989161809,0.465
492,1.604070196023041,0.445
493,1.48783172015277,0.48
494,1.4795741492395535,0.5
495,1.5337499212118002,0.46
496,1.4779992893689098,0.46
497,1.5360298532449017,0.465
498,1.461565400413785,0.48
499,1.5709922233932638,0.475
500,1.5605394855274408,0.47
501,1.4576133421422819,0.475
502,1.4559218704480856,0.475
503,1.3723131041389764,0.515
504,1.5472982075488524,0.445
505,1.7411130771702024,0.35
506,1.5164996561218267,0.465
507,1.531057813007294,0.485
508,1.5965548065879438,0.415
509,1.5419366057882264,0.46
510,1.4836673287329467,0.525
511,1.470884465315775,0.47
512,1.497002860905398,0.425
513,1.6502360381578394,0.4
514,1.621134842260038,0.4
515,1.5224836815890366,0.47
516,1.5708183699890237,0.5
517,1.4216385397796818,0.5
518,1.4738539241782964,0.48
519,1.5835938456976528,0.47
520,1.5947653475702843,0.49
521,1.4745179219910773,0.45
522,1.4633108187127093,0.495
523,1.523512301193308,0.47
524,1.485122153712764,0.455
525,1.4463912544616415,0.44
526,1.5948459603100298,0.415
527,1.354880648933485,0.535
528,1.4147375497324357,0.485
529,1.629799913544425,0.43
530,1.4894401306309701,0.465
531,1.386668843990238,0.51
532,1.6199950645053245,0.445
533,1.4955444723963967,0.505
534,1.549317721480204,0.49
535,1.5208005093367585,0.475
536,1.4876744076834256,0.45
537,1.5782151626644898,0.415
538,1.5311164417269447,0.475
539,1.5044737122551575,0.435
540,1.4700077453610112,0.455
541,1.501050302264112,0.485
542,1.5598718048304816,0.43
543,1.370100755955155,0.51
544,1.4321300864112587,0.505
545,1.5101715398263462,0.44
546,1.4867275104315976,0.49
547,1.5304324942156116,0.435
548,1.432834816845671,0.475
549,1.4361224417171718,0.44
550,1.5696892551938255,0.465
551,1.461652498156145,0.51
552,1.567464530642938,0.435
553,1.864196392874823,0.42
554,2.0895769350923286,0.35
555,1.76858537349008,0.41
556,1.8414481950511787,0.37
557,1.757984433521649,0.405
558,1.6952458802421149,0.405
559,1.5276225226076963,0.495
560,1.6088398249988813,0.49
561,1.4889341083642138,0.46
562,1.5143826260178619,0.45
563,1.5208282493898628,0.475
564,1.4753473694023362,0.48
565,1.6852992279635561,0.44
566,1.479400627087881,0.48
567,1.3692764433179585,0.52
568,1.5482827490670452,0.445
569,1.4337700546408148,0.53
570,1.4658040620461303,0.49
571,1.4286952116443081,0.445
572,1.5388325504817584,0.43
573,1.444231854517025,0.51
574,1.4988952092046475,0.5
575,1.3697370853508826,0.48
576,1.487608999842451,0.435
577,1.5872965390564904,0.45
578,1.7002166846919071,0.435
579,1.5480388911096237,0.45
580,1.5331507541982174,0.47
581,1.5523910709572764,0.445
582,1.6815772856828017,0.4
583,1.574292087560391,0.45
584,1.5228936059401292,0.46
585,1.5411753632479435,0.455
586,1.658741992062127,0.425
587,1.6025791186160983,0.43
588,1.5381366985812188,0.495
589,1.534890878031074,0.43
590,1.716781486903869,0.37
591,1.5829921861063139,0.4
592,1.3850280852979375,0.52
593,1.3443106103753808,0.5
594,1.6041084622417976,0.43
595,1.5851860082770168,0.47
596,1.5705298023174894,0.43
597,1.558382889802207,0.475
598,1.909016877126224,0.37
599,1.466958202233239,0.495
600,1.6701509465040962,0.395
601,1.4819414108809352,0.43
602,1.6140047220368785,0.4
603,1.6222453531225889,0.385
604,1.5300236089191257,0.465
605,1.628697666871271,0.48
606,1.555273273311484,0.505
607,1.4930096621360895,0.455
608,1.5491442097768593,0.425
609,1.462917769369157,0.475
610,1.5623684112732457,0.455
611,1.3685388551363742,0.51
612,1.4328963036572284,0.505
613,1.5593361195916435,0.445
614,1.6227879305986768,0.385
615,1.5267780270530455,0.445
616,1.4805795976930085,0.47
617,1.4027232059855943,0.5
618,1.551876397350249,0.395
619,1.5182887694870806,0.43
620,1.3775184522273098,0.545
621,1.473947472208532,0.5
622,1.5410767941029335,0.445
623,1.5002362978369683,0.48
624,1.5138174735286822,0.48
625,1.451223825068866,0.48
626,1.4576587072099982,0.485
627,1.3154633251251593,0.535
628,1.518447380802379,0.44
629,1.5837809350760768,0.45
630,1.5406040344107328,0.445
631,1.542435773876201,0.455
632,1.7552456845478888,0.39
633,1.50287702566799,0.46
634,1.6292859133585436,0.46
635,1.4925747998161623,0.48
636,1.6087982280181548,0.42
637,1.5940347199008529,0.42
638,1.4272419159913747,0.515
639,1.3781375554028554,0.515
640,1.4524655657510284,0.485
641,1.4652118270295247,0.48
642,1.5789686852746647,0.475
643,1.5560530932682912,0.47
644,1.688192425800366,0.405
645,1.571217678418891,0.4
646,1.6117216247378119,0.405
647,1.6048195003646675,0.405
648,1.4448318441578234,0.51
649,1.4886410025022543,0.47
650,1.4953445705239314,0.445
651,1.3954985170960148,0.48
652,1.8024010843792961,0.39
653,1.692777019139636,0.41
654,1.5657825961913916,0.465
655,1.753067404752477,0.35
656,1.560229360416356,0.445
657,1.4191354410554826,0.485
658,1.6688019066898971,0.425
659,1.6416945052133167,0.385
660,1.440539305519145,0.485
661,1.5782248352388684,0.44
662,1.540492875604756,0.445
663,1.5174871819412499,0.45
664,1.497824752586026,0.44
665,1.410223251756002,0.52
666,1.3481249673183475,0.54
667,1.580632797444635,0.475
668,1.4871207197181162,0.475
669,1.4373502506561042,0.475
670,1.6329295661303662,0.39
671,1.8157900686880717,0.36
672,1.9088710066169239,0.38
673,1.5804031546484658,0.485
674,1.6131980908825743,0.4
675,1.5932824415119586,0.405
676,1.577461203240683,0.42
677,1.666725242066441,0.45
678,1.542825954662285,0.465
679,1.6185256928504683,0.415
680,1.6019143141796328,0.445
681,1.5983373955569269,0.45
682,1.508610895247761,0.425
683,1.4172058053485146,0.5
684,1.6031072113519966,0.395
685,1.7264579841368026,0.375
686,1.5170523354275602,0.44
687,1.5650347953386876,0.47
688,1.488195429732221,0.42
689,1.32277939967707,0.545
690,1.5340656743503527,0.475
691,1.5327735702491732,0.465
692,1.4423957067607938,0.455
693,1.5661090575113172,0.44
694,1.5949681939148626,0.44
695,1.5394571070134497,0.42
696,1.5402875106568332,0.435
697,1.5852904141798854,0.41
698,1.4972093313963764,0.46
699,1.4301917160414166,0.54
700,1.5094150740585184,0.42
701,1.8556392825100734,0.39
702,1.646774209776542,0.435
703,1.6121606469809233,0.395
704,1.5431294086662122,0.47
705,1.4146097075401067,0.485
706,1.506181962847039,0.47
707,1.6620070920238357,0.41
708,1.5516886574556858,0.445
709,1.7350857651672635,0.4
710,1.463727159821903,0.505
711,1.6721441299645392,0.385
712,1.680170942579128,0.41
713,1.6654608066432883,0.44
714,1.5162066278263229,0.445
715,1.5046191609011215,0.495
716,1.506747870669201,0.47
717,1.4698828391484688,0.455
718,1.6210047904006417,0.41
719,1.4962858444208027,0.485
720,1.2994963525757612,0.53
721,1.6389307488599953,0.38
722,1.407476830515078,0.495
723,1.5817131265727171,0.47
724,1.5902461609468264,0.42
725,1.6584210145725728,0.385
726,1.5245528317984736,0.43
727,1.5918508669831926,0.43
728,1.5944009037060505,0.435
729,1.518818608032642,0.5
730,1.5449214337582282,0.46
731,1.5542791510227454,0.425
732,1.704041224398869,0.415
733,1.5444676688305328,0.465
734,1.485051893734888,0.47
735,1.4716486841527103,0.495
736,1.396622586200998,0.535
737,1.455476635382655,0.475
738,1.392286908410531,0.515
739,1.578791678923778,0.445
740,1.6079735093296785,0.41
741,1.5783097968660833,0.43
742,1.5877287507311808,0.455
743,1.5591917425353887,0.44
744,1.5125926490896728,0.48
745,1.4250093913633606,0.445
746,1.634190143740394,0.435
747,1.394924849142164,0.49
748,1.3958676956348104,0.52
749,1.4634935760067105,0.46
750,1.5521631834631313,0.46
751,1.3987566853340203,0.51
752,1.4557309661880993,0.47
753,1.3225522571665185,0.58
754,1.3587755032881341,0.51
755,1.4675929514336974,0.46
756,1.639901338248988,0.475
757,1.4125173227902814,0.52
758,1.3890429092092296,0.485
759,1.4338168804132925,0.485
760,1.4539494858864606,0.525
761,1.5907242752013275,0.44
762,1.3000988963081384,0.57
763,1.5250530388207437,0.455
764,1.686949248192035,0.395
765,1.4297987536149308,0.525
766,1.6661680908074143,0.44
767,1.419493509456586,0.45
768,1.5107227206358014,0.46
769,1.382637758467169,0.51
770,1.2659207703029913,0.52
771,1.3367237239056848,0.55
772,1.415353629355575,0.455
773,1.5427385881268958,0.47
774,1.4623347127580504,0.495
775,1.514552462378422,0.45
776,1.383085660875607,0.505
777,1.4691926137446245,0.44
778,1.441051106090642,0.47
779,1.6026933961050043,0.41
780,1.559555817022431,0.46
781,1.3493383228525897,0.5
782,1.3900866262350322,0.465
783,1.485908324810981,0.47
784,1.577637524519655,0.46
785,1.4954253399686894,0.48
786,1.6429608646045577,0.455
787,1.5901644929045988,0.415
788,1.4778609850082864,0.42
789,1.5101844930000277,0.435
790,1.6146294376523163,0.4
791,1.5962876439269702,0.49
792,1.4966678082259308,0.475
793,1.533563298738521,0.48
794,1.4765386176111377,0.495
795,1.4925537883136253,0.54
796,1.6173086277632802,0.445
797,1.5236536036869996,0.415
798,1.4153100948406836,0.515
799,1.559402705263642,0.465
800,1.4542127351334966,0.495
801,1.5670425063790663,0.425
802,1.4429381625589073,0.455
803,1.3622323709937945,0.535
804,1.4388946431413667,0.505
805,1.3812180766767137,0.48
806,1.5524349724727224,0.495
807,1.6264469827241417,0.395
808,1.62923364454688,0.415
809,1.4453406495224346,0.49
810,1.359101696728416,0.55
811,1.463910826671088,0.495
812,1.3545614009130982,0.535
813,1.406821456596318,0.54
814,1.520951210210299,0.48
815,1.4286545666452426,0.445
816,1.4761886906353743,0.495
817,1.5454436751520066,0.485
818,1.466404684464183,0.485
819,1.5876129614304666,0.485
820,1.6474121637608214,0.475
821,1.5903254689845,0.455
822,1.5970710615466077,0.45
823,1.565702619697612,0.44
824,1.7149829387860112,0.375
825,1.5639951596995854,0.455
826,1.5022316768681419,0.44
827,1.5401277448399566,0.435
828,1.4160760515088537,0.435
829,1.4565904721034577,0.52
830,1.525445640100879,0.49
831,1.375773449431336,0.55
832,1.393563788790188,0.525
833,1.554572754893723,0.465
834,1.3861860918026983,0.495
835,1.316071121821515,0.535
836,1.483874998494663,0.475
837,1.4337081341525695,0.465
838,1.3722243100494853,0.535
839,1.5808580228048101,0.5
840,1.4743413097704996,0.505
841,1.5992470703583725,0.455
842,1.5483359489716992,0.47
843,1.7078872238874476,0.445
844,1.3515503457221898,0.52
845,1.5280849759665314,0.455
846,1.5467321122162148,0.465
847,1.3958276824398752,0.495
848,1.3919657404780668,0.55
849,1.4543747984001447,0.49
850,1.4662779029318023,0.525
851,1.5342508153760446,0.46
852,1.3594450145409611,0.48
853,1.4419333702272001,0.48
854,1.4445559648704123,0.485
855,1.5765388590074838,0.445
856,1.5903592481075124,0.48
857,1.3859446952714893,0.485
858,1.4840173689289389,0.54
