step,loss,acc
0,2.6200733184814453,0.0625
100,0.7435553073883057,0.75
200,0.3917006850242615,0.9140625
300,0.21698372066020966,0.96875
400,0.24804487824440002,0.890625
500,0.05441819131374359,1.0
600,0.028141513466835022,1.0
700,0.016892530024051666,1.0
800,0.009773127734661102,1.0
900,0.005432292819023132,1.0
1000,0.0035264939069747925,1.0
1100,8.654809951782227,0.2734375
1200,0.003489956259727478,1.0
1300,0.001953333616256714,1.0
1400,0.0016660690307617188,1.0
1500,0.001239582896232605,1.0
1600,0.000931665301322937,1.0
1700,0.0007416978478431702,1.0
1800,0.0004845932126045227,1.0
1900,0.0003165826201438904,1.0
2000,0.0001917704939842224,1.0
2100,0.0001256987452507019,1.0
2200,7.469207048416138e-05,1.0
2300,3.869086503982544e-05,1.0
2400,2.4378299713134766e-05,1.0
2500,1.4930963516235352e-05,1.0
2600,9.328126907348633e-06,1.0
2700,5.662441253662109e-06,1.0
2800,3.382563591003418e-06,1.0
2900,1.9222497940063477e-06,1.0
3000,1.3113021850585938e-06,1.0
3100,5.21540641784668e-07,1.0
3200,2.980232238769531e-07,1.0
3300,1.4156103134155273e-07,1.0
3400,2.0116567611694336e-07,1.0
3500,9.685754776000977e-08,1.0
3600,0.0051685478538274765,1.0
3700,0.0015276819467544556,1.0
3800,0.0007877908647060394,1.0
3900,0.0005327872931957245,1.0
4000,0.00033468008041381836,1.0
4100,0.00028231367468833923,1.0
4200,0.00016454234719276428,1.0
4300,0.00010958686470985413,1.0
4400,8.893013000488281e-05,1.0
4500,4.6856701374053955e-05,1.0
4600,2.0369887351989746e-05,1.0
4700,1.3750046491622925e-05,1.0
4800,9.43988561630249e-06,1.0
4900,5.863606929779053e-06,1.0
