step,loss,acc
0,4.019665718078613,0.05416666666666667
100,2.4941048622131348,0.29583333333333334
200,1.6417661905288696,0.5197916666666667
300,1.0039533376693726,0.6994791666666667
400,0.7929081320762634,0.7494791666666667
500,0.5507828593254089,0.8317708333333333
600,0.5896500945091248,0.8192708333333333
700,0.4457429349422455,0.8661458333333333
800,0.46277087926864624,0.85625
900,0.37206321954727173,0.8921875
1000,0.37866097688674927,0.8807291666666667
1100,0.32801729440689087,0.8989583333333333
1200,0.36602428555488586,0.8947916666666667
1300,0.3391841650009155,0.8932291666666666
1400,0.3686813414096832,0.8822916666666667
1500,0.2801169157028198,0.9109375
1600,0.3406328856945038,0.8932291666666666
1700,0.2976153492927551,0.9098958333333333
1800,0.35927504301071167,0.8895833333333333
1900,0.26322677731513977,0.9208333333333333
