step,loss,acc
0,4.036908149719238,0.0078125
100,2.893112897872925,0.20364583333333333
200,2.2973544597625732,0.3697916666666667
300,1.6551629304885864,0.5151041666666667
400,1.4067600965499878,0.5927083333333333
500,0.9128647446632385,0.7333333333333333
600,0.8968870639801025,0.7265625
700,0.6529066562652588,0.8057291666666667
800,0.6581939458847046,0.8052083333333333
900,0.5566270351409912,0.8427083333333333
1000,0.5634738802909851,0.8333333333333334
1100,0.3966708779335022,0.8776041666666666
1200,0.5115305185317993,0.8447916666666667
1300,0.3977358043193817,0.8822916666666667
1400,0.4469529986381531,0.8598958333333333
1500,0.4093247056007385,0.8708333333333333
1600,0.4063495099544525,0.8807291666666667
1700,0.32432034611701965,0.9057291666666667
1800,0.40000298619270325,0.8755208333333333
1900,0.34295591711997986,0.8953125
