step,loss,acc
0,2.3231873512268066,0.0703125
100,2.2466602325439453,0.1796875
200,2.438600778579712,0.1015625
300,2.22628116607666,0.171875
400,2.405151128768921,0.078125
500,2.15910005569458,0.2890625
600,2.2830240726470947,0.1328125
700,2.1322548389434814,0.1640625
800,1.5939087867736816,0.28125
900,1.1848983764648438,0.46875
1000,0.9311075806617737,0.6171875
1100,0.9743550419807434,0.5546875
1200,1.0007680654525757,0.4453125
1300,0.5744292140007019,0.859375
1400,0.48308736085891724,0.890625
1500,0.714410126209259,0.578125
1600,0.612647294998169,0.6640625
1700,0.5256534218788147,0.7421875
1800,0.7574193477630615,0.7265625
1900,0.4125088155269623,0.828125
2000,0.8771093487739563,0.6015625
2100,0.27572116255760193,0.90625
2200,0.6228225231170654,0.6640625
2300,0.15315888822078705,0.9765625
2400,0.03351122513413429,0.9921875
2500,2.4301180839538574,0.2734375
2600,0.11191592365503311,1.0
2700,0.014155209064483643,1.0
2800,0.0058371275663375854,1.0
2900,0.0032167620956897736,1.0
3000,0.0018309913575649261,1.0
3100,1.3758739233016968,0.2734375
3200,0.6616620421409607,0.7109375
3300,0.6324899196624756,0.6640625
3400,0.16661015152931213,0.96875
3500,0.5413391590118408,0.6875
3600,0.015403632074594498,1.0
3700,0.2333604395389557,0.90625
3800,0.008005116134881973,1.0
3900,0.004014447331428528,1.0
4000,0.0027008503675460815,1.0
4100,2.677377462387085,0.0625
4200,0.1717263162136078,0.9140625
4300,0.01163363829255104,1.0
4400,0.009464703500270844,1.0
4500,0.004045963287353516,1.0
4600,0.002505280077457428,1.0
4700,0.0015064924955368042,1.0
4800,0.0009175390005111694,1.0
4900,0.0005445629358291626,1.0
