step,loss,acc
0,2.355574369430542,0.0859375
100,2.2311713695526123,0.15625
200,2.323493719100952,0.1640625
300,2.065316677093506,0.171875
400,1.1880313158035278,0.5234375
500,1.2213122844696045,0.5078125
600,0.7107747793197632,0.6875
700,0.34833329916000366,0.90625
800,0.6301749348640442,0.6484375
900,0.5101439952850342,0.6796875
1000,0.1772698312997818,0.9296875
1100,0.17244410514831543,0.9375
1200,0.01343458890914917,1.0
1300,0.004348859190940857,1.0
1400,0.0024689100682735443,1.0
1500,0.0011637061834335327,1.0
1600,0.35603827238082886,0.859375
1700,0.01018517091870308,1.0
1800,0.0041499026119709015,1.0
1900,0.0021296516060829163,1.0
2000,1.9923492670059204,0.375
2100,0.009433530271053314,1.0
2200,0.007247075438499451,1.0
2300,0.002520322799682617,1.0
2400,0.0013037696480751038,1.0
2500,0.0007836967706680298,1.0
2600,0.0004946142435073853,1.0
2700,0.0003180280327796936,1.0
2800,0.00020901858806610107,1.0
2900,0.0001217573881149292,1.0
3000,7.393211126327515e-05,1.0
3100,4.535168409347534e-05,1.0
3200,2.8565526008605957e-05,1.0
3300,1.5944242477416992e-05,1.0
3400,9.28342342376709e-06,1.0
3500,0.8851733207702637,0.6171875
3600,0.25661763548851013,0.875
3700,0.011245258152484894,1.0
3800,0.004271224141120911,1.0
3900,0.002056106925010681,1.0
4000,0.0012794621288776398,1.0
4100,0.2621254026889801,0.9921875
4200,0.023371905088424683,1.0
4300,0.005239319056272507,1.0
4400,0.0027683228254318237,1.0
4500,0.30446305871009827,0.8359375
4600,0.007799651473760605,1.0
4700,0.002828069031238556,1.0
4800,0.0014682784676551819,1.0
4900,2.1531481742858887,0.171875
