step,loss,acc
0,2.340881824493408,0.125
100,2.2252790927886963,0.2265625
200,2.821561574935913,0.0625
300,1.4356273412704468,0.4296875
400,1.2494657039642334,0.5
500,1.170976996421814,0.3359375
600,0.8134655356407166,0.578125
700,0.5750362277030945,0.734375
800,0.37724748253822327,0.828125
900,0.2702582776546478,0.859375
1000,0.2134166657924652,0.984375
1100,0.5551989078521729,0.625
1200,0.1411529928445816,0.953125
1300,0.07814222574234009,1.0
1400,0.42755797505378723,0.796875
1500,0.11206560581922531,0.9375
1600,0.10361585021018982,0.9453125
1700,0.022603821009397507,1.0
1800,0.006497055292129517,1.0
1900,0.433684766292572,0.765625
2000,0.04009554535150528,1.0
2100,0.005843594670295715,1.0
2200,0.0031722895801067352,1.0
2300,0.001817658543586731,1.0
2400,0.0011308714747428894,1.0
2500,0.0006726384162902832,1.0
2600,2.3350539207458496,0.109375
2700,2.262359857559204,0.1484375
2800,2.344649076461792,0.109375
2900,2.2634973526000977,0.15625
3000,2.354449510574341,0.125
3100,2.2884318828582764,0.1171875
3200,2.3333165645599365,0.203125
3300,1.8548922538757324,0.234375
3400,1.8499236106872559,0.1875
3500,1.6533833742141724,0.234375
3600,1.7151384353637695,0.2109375
3700,1.6040825843811035,0.28125
3800,1.72024405002594,0.1640625
3900,1.5997462272644043,0.28125
4000,1.6657041311264038,0.1953125
4100,2.284282684326172,0.125
4200,2.3490588665008545,0.0625
4300,2.282447576522827,0.1328125
4400,2.3280842304229736,0.078125
4500,2.253931760787964,0.1796875
4600,2.3011655807495117,0.125
4700,2.282883882522583,0.1875
4800,2.3961806297302246,0.1484375
4900,2.2379329204559326,0.1484375
