step,loss,acc
0,2.700645685195923,0.078125
100,1.312068223953247,0.3984375
200,0.7150272130966187,0.7265625
300,0.6945227384567261,0.703125
400,0.4234934449195862,0.7890625
500,0.5338493585586548,0.6640625
600,0.2910725772380829,0.8203125
700,0.1631413996219635,0.953125
800,0.04682675004005432,1.0
900,0.009352430701255798,1.0
1000,0.004894688725471497,1.0
1100,0.23799815773963928,0.90625
1200,0.0072610825300216675,1.0
1300,0.004119299352169037,1.0
1400,0.002708323299884796,1.0
1500,0.0017059221863746643,1.0
1600,0.0010424405336380005,1.0
1700,0.0006549283862113953,1.0
1800,0.8680000901222229,0.6328125
1900,0.2886403799057007,0.8203125
2000,0.19448578357696533,0.8984375
2100,0.0062730759382247925,1.0
2200,0.0033865123987197876,1.0
2300,0.0019357800483703613,1.0
2400,0.0012597441673278809,1.0
2500,0.0006766766309738159,1.0
2600,0.00040490180253982544,1.0
2700,0.0002600923180580139,1.0
2800,0.00014471262693405151,1.0
2900,8.50185751914978e-05,1.0
3000,6.211549043655396e-05,1.0
3100,3.343820571899414e-05,1.0
3200,2.139061689376831e-05,1.0
3300,1.1108815670013428e-05,1.0
3400,7.554888725280762e-06,1.0
3500,4.4852495193481445e-06,1.0
3600,2.421438694000244e-06,1.0
3700,1.3783574104309082e-06,1.0
3800,8.046627044677734e-07,1.0
3900,4.0978193283081055e-07,1.0
4000,8.940696716308594e-08,1.0
4100,3.725290298461914e-08,1.0
4200,3.725290298461914e-08,1.0
4300,3.725290298461914e-08,1.0
4400,1.124567985534668,0.453125
4500,0.02573658525943756,1.0
4600,0.005373403429985046,1.0
4700,0.00213034451007843,1.0
4800,0.0014026761054992676,1.0
4900,0.0006147027015686035,1.0
