step,loss,acc
0,4.041117191314697,0.05
100,1.4331152439117432,0.5796875
200,0.8270459771156311,0.7557291666666667
300,0.4775674045085907,0.8489583333333334
400,0.5331640243530273,0.8348958333333333
500,0.3365521728992462,0.9
600,0.37065088748931885,0.884375
700,0.2740599513053894,0.9171875
800,0.3583654761314392,0.8901041666666667
900,0.2740824818611145,0.9192708333333334
1000,0.3556133508682251,0.890625
1100,0.2412547618150711,0.9234375
1200,0.3247833847999573,0.9020833333333333
1300,0.27489712834358215,0.9177083333333333
1400,0.3282613158226013,0.8942708333333333
1500,0.26485079526901245,0.9151041666666667
1600,0.3020442724227905,0.9088541666666666
1700,0.2685515582561493,0.9135416666666667
1800,0.31340375542640686,0.9015625
1900,0.24694876372814178,0.9197916666666667
