step,loss,acc
0,2.3622705936431885,0.078125
100,2.1757876873016357,0.1953125
200,2.394702911376953,0.09375
300,2.200697898864746,0.2109375
400,2.3876452445983887,0.09375
500,2.18935489654541,0.1796875
600,2.3267531394958496,0.1484375
700,2.2395272254943848,0.171875
800,2.364132881164551,0.109375
900,2.125331163406372,0.234375
1000,2.4503610134124756,0.078125
1100,2.27921724319458,0.15625
1200,2.475606679916382,0.1015625
1300,2.1745569705963135,0.1796875
1400,2.3356919288635254,0.0859375
1500,2.163390874862671,0.21875
1600,2.350187301635742,0.0859375
1700,2.2908220291137695,0.1171875
1800,2.3223814964294434,0.1328125
1900,2.2929837703704834,0.125
2000,2.3157241344451904,0.0859375
2100,2.253769874572754,0.15625
2200,2.3711977005004883,0.1171875
2300,2.2757625579833984,0.109375
2400,2.348451852798462,0.09375
2500,2.2873408794403076,0.125
2600,2.3466904163360596,0.09375
2700,2.2718863487243652,0.15625
2800,2.3367679119110107,0.0625
2900,2.267282724380493,0.1484375
3000,2.3295319080352783,0.078125
3100,2.2477970123291016,0.140625
3200,2.3792150020599365,0.0625
3300,2.2842369079589844,0.140625
3400,2.3124101161956787,0.109375
3500,2.303067445755005,0.125
3600,2.3303451538085938,0.1015625
3700,2.304455518722534,0.0703125
3800,2.322429656982422,0.1015625
3900,2.1252238750457764,0.2109375
4000,2.315556049346924,0.109375
4100,1.1143614053726196,0.5546875
4200,1.2674038410186768,0.1484375
4300,0.8285418748855591,0.609375
4400,0.9524719715118408,0.203125
4500,0.5132710933685303,0.859375
4600,0.6871998906135559,0.59375
4700,0.6093131899833679,0.6484375
4800,0.3440331518650055,0.9765625
4900,1.775734782218933,0.0390625
