step,loss,acc
0,2.312351703643799,0.0859375
100,0.7602823972702026,0.6796875
200,0.34657177329063416,1.0
300,0.18876533210277557,0.984375
400,0.04150760918855667,1.0
500,0.01837809383869171,1.0
600,0.008785225450992584,1.0
700,0.004714466631412506,1.0
800,0.0026263967156410217,1.0
900,0.0013779103755950928,1.0
1000,0.0008259043097496033,1.0
1100,0.0004856511950492859,1.0
1200,0.0002711191773414612,1.0
1300,0.00014466792345046997,1.0
1400,9.121745824813843e-05,1.0
1500,4.980713129043579e-05,1.0
1600,3.0413269996643066e-05,1.0
1700,1.998990774154663e-05,1.0
1800,1.1913478374481201e-05,1.0
1900,6.690621376037598e-06,1.0
2000,3.896653652191162e-06,1.0
2100,2.4065375328063965e-06,1.0
2200,1.4454126358032227e-06,1.0
2300,5.21540641784668e-07,1.0
2400,2.2351741790771484e-07,1.0
2500,2.9802322387695312e-08,1.0
2600,1.1175870895385742e-07,1.0
2700,0.7773057818412781,0.65625
2800,0.27405357360839844,0.8515625
2900,0.08969899266958237,0.9921875
3000,0.01872766762971878,1.0
3100,0.00756339356303215,1.0
3200,0.0036413632333278656,1.0
3300,0.0020057223737239838,1.0
3400,0.0012394189834594727,1.0
3500,0.0007140152156352997,1.0
3600,0.0004873909056186676,1.0
3700,0.0002692490816116333,1.0
3800,0.00019238144159317017,1.0
3900,0.00010494142770767212,1.0
4000,6.349384784698486e-05,1.0
4100,3.5956501960754395e-05,1.0
4200,2.3692846298217773e-05,1.0
4300,1.484900712966919e-05,1.0
4400,9.588897228240967e-06,1.0
4500,5.610287189483643e-06,1.0
4600,3.3155083656311035e-06,1.0
4700,2.168118953704834e-06,1.0
4800,1.3485550880432129e-06,1.0
4900,7.972121238708496e-07,1.0
